date,adj_close,close,high,low,open,volume,ticker,pe,roe,de,revenue_growth_yoy,profit_margin,dividend_yield,market_cap,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2021-01-15,245.60189819335938,258.04998779296875,265.5,257.29998779296875,263.875,1064868,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,24.34000015258789,0.0,-0.016528880023766068,-0.021889601617949173,0.1904991668125605,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.021889601617949173,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-18,240.6289825439453,252.8249969482422,257.5,250.0,257.5,1609532,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,24.34000015258789,0.0,-0.016528880023766068,-0.020247979429933283,0.2283077838875459,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.020247979429933283,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-19,248.8140869140625,261.42498779296875,262.375,254.0,254.10000610351562,1419260,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,23.239999771118164,0.0,0.002585647133974467,0.034015587653649426,0.22607107941755242,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.034015587653649426,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-20,247.14852905273438,259.67498779296875,262.375,258.32501220703125,262.375,576088,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.579999923706055,0.0,-0.004190878987646807,-0.006694080832800431,0.23959694210136567,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.006694080832800431,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-21,245.48294067382812,257.92498779296875,263.29998779296875,255.64999389648438,261.25,1207338,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.31999969482422,0.0,-0.010683066695580501,-0.00673919353909902,0.2789144161192842,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00673919353909902,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-22,240.510009765625,252.6999969482422,256.5,251.5,255.5,1050804,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.90999984741211,0.0,-0.007198930536620907,-0.020257792350544035,0.2717087771853121,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.020257792350544035,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-25,232.18209838867188,243.9499969482422,256.29998779296875,242.60000610351562,254.5500030517578,2135836,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,23.190000534057617,0.0,-0.00725113092445806,-0.034626039199328384,0.2964027053755557,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.034626039199328384,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-27,233.03871154785156,244.85000610351562,246.5,238.1750030517578,244.39999389648438,2328184,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,37.209999084472656,0.0,-0.029451110625266286,0.003689318165740252,0.2725989110080406,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.003689318165740252,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-28,230.63548278808594,242.3249969482422,244.64999389648438,240.5,242.5,998808,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,30.209999084472656,0.0,0.01862072122508085,-0.010312473319710413,0.2948319518010957,55.0,,50.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.010312473319710413,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-29,229.70751953125,241.35000610351562,247.125,240.0,244.125,766914,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,33.09000015258789,0.0,-0.019972922623633482,-0.00402348439907263,0.3083066218084387,55.0,393.4245999396647,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00402348439907263,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-01,232.53900146484375,244.3249969482422,251.375,241.5749969482422,242.0,2385760,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,30.239999771118164,0.0,0.013126050112339138,0.012326458543574947,0.31271371344374327,55.0,2764.395927798133,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.012326458543574947,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-02,240.27206420898438,252.4499969482422,254.4499969482422,248.0,254.4499969482422,1266476,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,25.559999465942383,0.0,0.024207330162569374,0.033254886325533084,0.33773271758195933,55.0,21601.78826497844,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.033254886325533084,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-03,247.10096740722656,259.625,262.0,250.25,253.0,1961756,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,22.90999984741211,0.0,0.005659060045415831,0.028421482030078327,0.33810841218268783,55.0,34110.77319695211,10.044948199262505,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.028421482030078327,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-04,250.71762084960938,263.42498779296875,268.0,262.0249938964844,264.9750061035156,3153746,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.770000457763672,0.0,0.022178089923819755,0.01463644792669716,0.38677355321508317,55.0,33842.1906546437,14.572187233096717,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01463644792669716,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-05,242.65145874023438,254.9499969482422,265.125,254.0,263.42498779296875,1621144,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,20.8700008392334,0.0,0.0003238416176689629,-0.03217231180584601,0.3984703396683724,55.0,28189.044467277206,12.050304289425323,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.03217231180584601,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-08,247.2199249267578,259.75,262.3999938964844,256.0,257.5,1538050,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.239999771118164,0.0,0.012949224143168792,0.01882723321911728,0.4201102673192896,55.0,23215.392093249557,8.767793291230994,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01882723321911728,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-09,243.86495971679688,256.2250061035156,261.75,255.5,261.75,1530482,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.6299991607666,0.0,0.00031953727199285353,-0.01357071759955486,0.458541384178155,55.0,21957.596094915378,6.4674592680976115,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.01357071759955486,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-10,248.17169189453125,260.75,262.1499938964844,255.02499389648438,257.3500061035156,1106258,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.989999771118164,0.0,0.0,0.01766023529591121,0.4160949918468251,55.0,20339.910244128645,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01766023529591121,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-11,246.72024536132812,259.2250061035156,261.625,257.625,260.75,616858,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.25,0.0,-0.0031948395066633273,-0.005848490494666847,0.420252016876183,55.0,18312.602512303987,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.005848490494666847,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-12,256.0475158691406,269.0249938964844,270.0,258.54998779296875,260.17498779296875,4624108,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,19.969999313354492,0.0,0.010256400224333495,0.037804947679528134,0.4529765913168295,55.0,20096.58810120245,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.037804947679528134,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-15,270.2763671875,283.9750061035156,292.0,272.5,276.5,11346226,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,19.969999313354492,0.0,0.010256400224333495,0.055571090219162844,0.4813715572574687,55.0,24101.735111263475,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.055571090219162844,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-16,264.232666015625,277.625,289.3500061035156,276.6000061035156,285.5,2881160,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.459999084472656,0.0,0.017132008492542372,-0.0223611443508549,0.437440986000157,55.0,20771.266835873368,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0223611443508549,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-17,267.135498046875,280.67498779296875,283.0,276.54998779296875,276.95001220703125,1419414,CDSL.NS,62.440426,28.138999999999996,0.0013900000000000002,-4.8,39.777002,87.0,295714095104,21.5,0.0,0.004990637572005907,0.010985998353782112,0.4628055568629183,55.0,19299.73701820298,5.0,,,0.0,9.69,75.62,75.0,11.06,0.61,RECOVERY,56.98,True,0.28546269230769233,,15.157488024644369,13.197524040104316,17.117452009184422,1.3125811448216829,,,,0.4437778170435096,0.2506157542615415,0.30560642869494903,-0.1625,-0.1618524649153274,32.15079170135103,False,False,"📊 BALANCED SCENARIO
Components aligned: F=62%, T=5%, M=81%",17.655938884903847,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.010985998353782112,0.0,0.0,0.0,0.0,1.0,0.0
