date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,sma_200,trend_positive,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2020-01-16,1.1549999713897705,1.1549999713897705,1.1775000095367432,1.1299999952316284,1.152500033378601,17148400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,115.49999713897705,12.319999694824219,0.008318385587676502,0.008318385587676502,0.002169143547736674,2.7810928687038863,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-17,1.1875,1.1875,1.1875,1.127500057220459,1.1449999809265137,16078000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,118.75,12.100000381469727,0.0031125309364881115,0.0031125309364881115,0.02813855360630302,3.0,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-21,1.1475000381469727,1.1475000381469727,1.1875,1.1375000476837158,1.1875,14128400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,114.75000381469727,12.850000381469727,-0.001958199699227836,-0.001958199699227836,-0.033684178402549336,3.0,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-22,1.1399999856948853,1.1399999856948853,1.159999966621399,1.1150000095367432,1.1375000476837158,10510000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,113.99999856948853,12.90999984741211,0.00012076228915192111,0.00012076228915192111,-0.006535993205018742,3.0,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-23,1.1549999713897705,1.1549999713897705,1.159999966621399,1.1150000095367432,1.1375000476837158,7520800,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,115.49999713897705,12.979999542236328,0.0011468729613461903,0.0011468729613461903,0.013157882353605599,3.0,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-24,1.0800000429153442,1.0800000429153442,1.159999966621399,1.0625,1.159999966621399,16654400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,108.00000429153442,14.5600004196167,-0.008893079091328304,-0.008893079091328304,-0.0649350046166508,3.0,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-27,1.0700000524520874,1.0700000524520874,1.087499976158142,1.0399999618530273,1.0499999523162842,8490000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,107.00000524520874,18.229999542236328,-0.016029410194896898,-0.016029410194896898,-0.009259250061012025,2.9378445094680816,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-28,1.0525000095367432,1.0525000095367432,1.0750000476837158,1.0449999570846558,1.0750000476837158,8579600,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,105.25000095367432,16.280000686645508,0.010479179747874712,0.010479179747874712,-0.016355179492972827,2.714727331580661,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-29,1.0325000286102295,1.0325000286102295,1.0800000429153442,1.0325000286102295,1.0549999475479126,6210400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,103.25000286102295,16.389999389648438,-0.0008260256329346571,-0.0008260256329346571,-0.019002357002653736,2.6346990724862955,25.0,,50.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-30,0.9825000166893005,0.9825000166893005,1.0299999713897705,0.9700000286102295,1.024999976158142,12026000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,98.25000166893005,15.489999771118164,0.003245354156022895,0.003245354156022895,-0.04842616032488656,2.2494306434613005,25.0,35.85748255743778,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-31,0.9599999785423279,0.9599999785423279,0.9850000143051147,0.9574999809265137,0.9775000214576721,11566800,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,95.99999785423279,18.84000015258789,-0.018157903510881312,-0.018157903510881312,-0.022900801796207904,1.9739089750541035,25.0,26.553704020974635,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-03,0.987500011920929,0.987500011920929,0.9950000047683716,0.9624999761581421,0.9700000286102295,8102400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,98.7500011920929,17.969999313354492,0.0074285396116215985,0.0074285396116215985,0.028645868742994463,2.0718257761691725,25.0,28.098881924414655,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-04,1.0175000429153442,1.0175000429153442,1.0625,0.9925000071525574,1.0075000524520874,14252400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,101.75000429153442,16.049999237060547,0.015241276427948147,0.015241276427948147,0.030379777855453316,2.133478852411003,25.0,43.44701181636247,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-05,1.0449999570846558,1.0449999570846558,1.1024999618530273,1.034999966621399,1.037500023841858,10566800,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,104.49999570846558,15.149999618530273,0.011548008938072396,0.011548008938072396,0.027026941532620086,2.161426118008026,25.0,58.78316466279024,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-06,1.034999966621399,1.034999966621399,1.0750000476837158,1.034999966621399,1.0499999523162842,6041200,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,103.49999666213989,14.960000038146973,0.0033648551464744436,0.0033648551464744436,-0.009569369257348859,2.1629427704206834,25.0,44.77200058437123,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-07,0.9524999856948853,0.9524999856948853,1.0325000286102295,0.9424999952316284,1.027500033378601,10969200,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,95.24999856948853,15.470000267028809,-0.005329656628371482,-0.005329656628371482,-0.07971012906968722,2.344662699430456,25.0,47.38134301593463,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-10,0.9850000143051147,0.9850000143051147,1.024999976158142,0.9350000023841858,0.9624999761581421,11108000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,98.50000143051147,15.039999961853027,0.007465323231850007,0.007465323231850007,0.03412076545756526,2.420720979469213,25.0,39.11312046685952,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-11,1.0049999952316284,1.0049999952316284,1.059999942779541,0.987500011920929,0.9950000047683716,13660000,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,100.49999952316284,15.180000305175781,0.001733049786473595,0.001733049786473595,0.020304548869091166,2.4302766026144518,25.0,35.7293560860127,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-12,1.0475000143051147,1.0475000143051147,1.127500057220459,1.0175000429153442,1.0325000286102295,19282400,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,104.75000143051147,13.739999771118164,0.006442771577855,0.006442771577855,0.04228857639316819,2.508877637455347,25.0,46.64790798587018,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-13,1.027500033378601,1.027500033378601,1.065000057220459,1.0175000429153442,1.0299999713897705,8326800,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,102.75000333786011,14.149999618530273,-0.0010669665544831286,-0.0010669665544831286,-0.019093060289627872,2.5874875221620948,25.0,39.55153053456388,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-02-14,1.0049999952316284,1.0049999952316284,1.0475000143051147,1.0049999952316284,1.027500033378601,6330800,GME,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,2.0225502731605256,100.49999952316284,13.680000305175781,0.0016021140118473998,0.0016021140118473998,-0.02189784663362837,2.575216245667255,25.0,35.87253811669949,5.0,,,21.36,79.01,74.01,35.0,0,0.0,EARLY,60.1,False,,31.87742874122355,29.917464756683497,33.83739272576361,1.0037186065110688,26.87742874122355,,,0.4439102812478332,0.2538124061816666,0.3022773125705001,-0.28350000381469725,0.07543542366921689,32.55156884633694,False,True,"⚠️ PUMP RISK
Weak fundamentals (F=32%) with elevated technicals (T=95%).
High risk of correction. Avoid entry.",19.38,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
