date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,sma_200,trend_positive,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2024-01-02,48.14117431640625,48.167999267578125,49.29499816894531,47.595001220703125,49.24399948120117,411254000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.438461303710938,13.199999809265137,-0.005596355380219964,-0.026184504353725546,-0.02734138583003487,1.5668295619460175,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2024-01-03,47.542510986328125,47.569000244140625,48.183998107910156,47.31999969482422,47.48500061035156,320896000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.246474437224558,14.039999961853027,-0.008166688673242328,-0.010189946848226494,-0.012435621834944843,1.5655640639206536,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-04,47.97127914428711,47.99800109863281,48.5,47.507999420166016,47.766998291015625,306535000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.38397471110026,14.130000114440918,-0.0032210792425203527,-0.007330354224652336,0.009018496337749538,1.5427903419944178,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-05,49.069664001464844,49.09700012207031,49.547000885009766,48.305999755859375,48.46200180053711,415039000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.736217987843048,13.350000381469727,0.00136965984015891,-0.0002715048718844315,0.022896766496153242,1.53546843361473,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-08,52.22390365600586,52.25299835205078,52.275001525878906,49.479000091552734,49.512001037597656,642510000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,16.74775588206756,13.079999923706055,0.014275928543528549,0.025092388108288066,0.06428087708278873,1.6232588381922453,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-09,53.11041259765625,53.13999938964844,54.32500076293945,51.689998626708984,52.4010009765625,773100000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.03205108642578,12.760000228881836,-0.0015170695563498926,0.0015894234621054437,0.016975122300572076,1.62321640368016,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-10,54.31973648071289,54.349998474121094,54.599998474121094,53.48899841308594,53.61600112915039,533796000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.41987130580804,12.6899995803833,0.0056554246817059894,0.008516719570099918,0.022770024433014235,1.6119048404843033,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-11,54.79146957397461,54.821998596191406,55.34600067138672,53.560001373291016,54.999000549316406,596759000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.571153396215195,12.4399995803833,-0.00044064012118916196,0.005087863895919087,0.008684455111715561,1.6139540595125785,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-12,54.67953872680664,54.709999084472656,54.970001220703125,54.33000183105469,54.619998931884766,352994000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.535256116818157,12.699999809265137,0.00069273972507089,0.00323562463091287,-0.0020429665934603713,1.568515592867694,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-16,56.350608825683594,56.38199996948242,56.834999084472656,54.900001525878906,55.018001556396484,449580000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,18.07115383637257,13.84000015258789,-0.0036712260361014826,0.002496856605406883,0.030561157247109172,1.517346837417783,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-17,56.02178955078125,56.053001403808594,56.47100067138672,54.7400016784668,56.34700012207031,474394000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.96570557814378,14.789999961853027,-0.0055586805878179435,-0.004929415432881057,-0.0058351701935351885,1.5239960332655458,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-18,57.075199127197266,57.106998443603516,57.599998474121094,56.106998443603516,57.2599983215332,491650000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,18.303525142180614,14.130000114440918,0.00889280233217904,0.0202847124314689,0.018803578994849524,1.5093579081007995,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-19,59.4578742980957,59.49100112915039,59.5,57.224998474121094,57.98899841308594,543501000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,19.06762856703538,13.300000190734863,0.01246616416534696,0.02305016059707521,0.04174624390215875,1.5408502955889005,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-22,59.62078857421875,59.65399932861328,60.33100128173828,59.06999969482422,60.04899978637695,452955000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,19.119871579683743,13.1899995803833,0.002114336891851476,0.004396287609843341,0.0027398799208140368,1.5372143340278668,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2024-01-23,59.839664459228516,59.87300109863281,59.90999984741211,58.584999084472656,59.56999969482422,294654000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,19.190064454690003,12.550000190734863,0.0029164817642561847,0.004028836340704833,0.0036712001288148333,1.471302328399232,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.4458583002532036,0.25179066998084765,0.3023510297659487,-0.1625,-0.006693331746800485,24.74526663625618,False,False,50.0,50.0,6.644808827539151,37.63069089852929,34.42080771415366,0.1504934191418027,0.026574053681248856,0.029052194483768754,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
