date,adj_close,close,high,low,open,volume,ticker,pe,roe,de,revenue_growth_yoy,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2023-01-16,190.76956176757812,199.3000030517578,200.5,194.5,195.0,23867444,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.0038795056884117773,0.0028436088984120644,0.01193199360207764,0.0745999823819239,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01193199360207764,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-17,189.69271850585938,198.1750030517578,201.02499389648438,196.875,200.02499389648438,14310032,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.0018318970798698597,0.00452139101121829,-0.005644756561834274,0.0736759229938725,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.005644756561834274,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-01-18,192.9711151123047,201.60000610351562,201.9250030517578,199.0,199.25,16080426,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.015788015568668268,-0.012892908283480553,0.017282719813372704,0.061619833103446396,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.017282719813372704,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-19,193.0668182373047,201.6999969482422,202.0,199.375,201.0500030517578,9447456,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.007279817254666643,-0.011670161089368358,0.000495986317952779,0.06297859523401807,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.000495986317952779,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-20,192.94717407226562,201.5749969482422,202.6999969482422,200.64999389648438,201.77499389648438,9265614,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.018629039629190602,0.027056608998951015,-0.0006197322850335363,0.05709223142517616,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0006197322850335363,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-01-23,194.78976440429688,203.5,203.875,201.25,202.60000610351562,8815290,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.011998585281936869,0.022765384319578086,0.00954981064567284,0.06709026180019308,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.00954981064567284,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-24,195.07765197753906,203.3000030517578,205.10000610351562,202.5749969482422,204.1999969482422,9552640,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.0010732912426442143,-0.00044664302669483735,-0.000982785986448076,0.07233586661195116,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.000982785986448076,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-01-25,192.65475463867188,200.77499389648438,202.9499969482422,200.0,202.5,6355554,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.00037479733110745705,-0.002085341255584572,-0.012420113710626013,0.08016528689782959,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.012420113710626013,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-01-27,190.9755401611328,199.02499389648438,201.8000030517578,197.10000610351562,200.77499389648438,7410134,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.0022976965430050456,0.004187115587929169,-0.008716224894531721,0.08956176280163448,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.008716224894531721,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-01-30,192.9906005859375,201.125,202.39999389648438,197.52499389648438,199.02499389648438,7261256,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.012546826143231882,-0.01909290906085226,0.01055146925218775,0.06142426628382377,40.0,-16287.871007988968,5.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01055146925218775,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-31,191.359375,199.4250030517578,201.27499389648438,198.85000610351562,201.14999389648438,9566846,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.014703349315466685,0.01394593502161312,-0.008452439767518638,0.05316718110995926,40.0,-5373.269333766398,5.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.008452439767518638,-0.0,0.0,0.0,-0.0,1.0,0.0
2023-02-01,193.06259155273438,201.1999969482422,201.9499969482422,199.1750030517578,200.75,7029896,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.010627771821197785,0.02353631060769734,0.008900558452160201,0.059581672559327864,40.0,-1127.032934569646,5.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.008900558452160201,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-02,196.4450225830078,204.72500610351562,205.0,201.1999969482422,201.1999969482422,10835460,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,0.01455698920162063,0.027306718538068653,0.017519926484791393,0.07674465908850067,40.0,3307.9480121797756,5.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.017519926484791393,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-03,195.70135498046875,203.9499969482422,206.5,203.0749969482422,206.27499389648438,8850236,WIPRO.NS,20.0,15.0,0.5,10.0,15.0,-0.010629091340170427,-0.008324023401789726,-0.0037856106101741283,0.143236290955185,40.0,1571.4499802450448,5.0,,,0.0,0,95.0,35.0,7.5,0.41,LATE,52.5,True,0.22799999999999998,,9.20750278244611,7.2475387979060555,11.167466766986163,1.1481520980312527,,,,0.4433412159185907,0.25261607744649045,0.3040427066349189,-0.25,-0.029801941477972313,38.81110952062853,False,False,"📊 BALANCED SCENARIO
Components aligned: F=49%, T=5%, M=100%",11.2632,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0037856106101741283,-0.0,0.0,0.0,-0.0,1.0,0.0
