date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2021-01-01,167.5062713623047,205.91941833496094,206.25643920898438,201.5381622314453,202.11590576171875,20279389,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.648612919837895,22.75,0.005080821253407031,0.007016923973622635,0.023205724920924986,0.7968263889864401,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2021-01-04,167.15380859375,205.48611450195312,207.98968505859375,204.2343292236328,206.06385803222656,27927482,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.621997205279675,26.969999313354492,-0.013613983822124975,-0.010822768874240607,-0.002104239787152906,0.8197678484867391,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.002104239787152906,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-05,165.62640380859375,203.60842895507812,205.3416748046875,202.78994750976562,204.57135009765625,18718244,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.506660255225928,25.34000015258789,0.006887328746690624,0.0,-0.00913777337912125,0.8314397854377923,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00913777337912125,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-06,160.88751220703125,197.7827911376953,203.6565704345703,196.91616821289062,203.60842895507812,50957586,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.148820094453027,25.06999969482422,0.005978513184986323,0.0007493318562434848,-0.028611967821175588,0.7930096074885876,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.028611967821175588,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-07,158.8509521484375,195.27920532226562,199.9011993408203,194.60516357421875,198.4568328857422,36298522,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,11.995037181957347,22.3700008392334,0.014857498305214323,-0.002995311641414533,-0.012658259098420221,0.7998822202261401,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.012658259098420221,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-08,157.8326873779297,194.0274200439453,198.36053466796875,192.8237762451172,196.771728515625,58600546,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,11.918146194345534,21.559999465942383,0.005697714659280706,0.004957215450916541,-0.0064102333694696645,0.7684581188531676,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0064102333694696645,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-11,158.61598205566406,194.99034118652344,198.4568328857422,193.7866973876953,196.43470764160156,44625924,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,11.977293684675885,24.079999923706055,-0.006740825836411779,-0.008520174616195253,0.004962809598560991,0.751967579253077,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.004962809598560991,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-12,161.7099609375,198.79385375976562,199.22715759277344,194.12371826171875,195.47178649902344,36989137,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.21092467811828,23.329999923706055,0.00021121912844268564,-0.003316767897330597,0.019506158869704304,0.7363686211401922,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.019506158869704304,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-13,165.46975708007812,203.4158477783203,205.1009521484375,197.6383514404297,199.7567596435547,66387977,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.49483094461427,22.209999084472656,0.0026929787492038226,0.001512607369503316,0.023250185713187044,0.81216514746645,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.023250185713187044,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-14,167.74127197265625,206.2082977294922,208.4711456298828,203.75286865234375,204.13803100585938,50164605,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.666357354391412,23.25,-0.003501980199372312,-0.005286187569260581,0.013727789558535486,0.7894015015054439,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.013727789558535486,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-15,170.6394500732422,209.77108764648438,210.39698791503906,203.36770629882812,206.93048095703125,60567280,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.885201943887246,24.34000015258789,-0.007292657904037547,-0.0034923072396304544,0.017277626342980135,0.7749670771906411,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.017277626342980135,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-18,172.12771606445312,211.6006317138672,213.76718139648438,206.64161682128906,210.30068969726562,70211602,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.997581800606092,24.34000015258789,-0.007292657904037547,-0.0034923072396304544,0.008721621687284298,0.7686769738278986,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.008721621687284298,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-19,171.42274475097656,210.73399353027344,213.47830200195312,209.43406677246094,212.8042755126953,33009228,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.944348496945542,23.239999771118164,0.007851960589843054,-0.004418725090107212,-0.004095631362602159,0.7713056435782197,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.004095631362602159,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-20,170.4827880859375,209.57850646972656,210.87843322753906,207.70082092285156,210.39698791503906,46392916,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.873372633275586,21.579999923706055,0.013838692292137411,0.001836589429259572,-0.005483154574114191,0.7433455486670936,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.005483154574114191,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-21,167.38877868652344,205.77499389648438,211.35989379882812,204.3306121826172,210.87843322753906,30116008,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.639741639833192,21.31999969482422,0.0009116558716901757,-0.0033608497369397305,-0.018148390487703003,0.7542994436239387,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.018148390487703003,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-22,165.03892517089844,202.88624572753906,206.78604125976562,201.3937225341797,206.06385803222656,25663922,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.462300106114192,21.90999984741211,-0.0035394164744094736,-0.0026057353542575656,-0.014038382965028795,0.8495008399899322,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.014038382965028795,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-25,162.76739501953125,200.09378051757812,204.61949157714844,199.17901611328125,204.13803100585938,25929487,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.290772759064994,23.190000534057617,0.003943819855746211,0.009989265851043205,-0.01376369896316687,0.7707525386030186,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.01376369896316687,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-27,164.999755859375,202.8380889892578,204.76393127441406,199.4197540283203,200.286376953125,50338134,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.459342075507235,37.209999084472656,-0.024440461382450485,-0.016890290430154775,0.013715111307213368,0.6608814802692349,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.013715111307213368,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-28,161.8274688720703,198.93829345703125,203.17510986328125,198.11981201171875,201.49002075195312,22984352,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.219796895395039,30.209999084472656,0.008600200820512827,0.0038349438661964275,-0.019226150037496614,0.6594180524237012,40.0,,50.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.019226150037496614,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-29,159.20343017578125,195.7125244140625,201.05670166015625,194.8459014892578,200.81597900390625,24679902,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.021653833787623,33.09000015258789,-0.02001958917681823,-0.020629676851317336,-0.016214922662265097,0.6667366466644168,40.0,4758.918047369171,5.0,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.016214922662265097,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-01,169.1511993408203,207.94154357910156,209.86737060546875,194.31629943847656,196.43470764160156,59968324,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.7728220871684,30.239999771118164,0.01664550906637663,0.0009362644939456821,0.062484601849836396,0.6842971083119325,40.0,23514.59660234622,59.995193765743615,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.062484601849836396,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-02,170.91360473632812,210.1081085205078,215.21156311035156,208.95260620117188,211.8413543701172,50324035,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.905903471775662,25.559999465942383,0.014140224467191542,0.006703044348367104,0.010419105793461059,0.6443516457288306,40.0,20256.671379086616,78.93345563767888,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.010419105793461059,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-03,169.77783203125,208.71188354492188,213.76718139648438,207.70082092285156,213.2857208251953,55709225,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.820140266887092,22.90999984741211,0.0007863145594166898,0.0015484433460175584,-0.006645269358796058,0.6547652091345485,40.0,12672.402747288937,60.93492009924086,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.006645269358796058,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-04,180.1172637939453,221.42236328125,222.81858825683594,207.98968505859375,208.0859832763672,109894300,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.600882265433047,21.770000457763672,0.011365709751263164,0.007266561819504469,0.06089964558051819,0.7584425553489665,40.0,18606.932856551506,75.91975601011744,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.06089964558051819,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-05,183.563720703125,225.6591796875,229.9923095703125,218.82249450683594,223.540771484375,130323308,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.86112897343366,20.8700008392334,0.003935858007879212,0.009363017591170086,0.01913454604794551,0.7022774487604405,40.0,17714.803822528083,84.67974984516417,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.01913454604794551,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-08,182.5845947265625,224.45553588867188,229.2219696044922,222.91488647460938,228.69236755371094,43093963,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.787195079156747,21.239999771118164,0.0072219400383219945,0.0038017030395176565,-0.0053339013307367455,0.6048346925372233,40.0,14508.75447466946,86.32058404820314,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0053339013307367455,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-09,179.37310791015625,220.50758361816406,230.32933044433594,219.7372589111328,225.89991760253906,73377134,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.544691868437596,21.6299991607666,-0.0006658210010571652,-0.0009090317534673487,-0.01758901715155725,0.6200099508068251,40.0,13608.793443962722,80.25517119781318,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.01758901715155725,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-10,178.2373504638672,219.11135864257812,222.5297088623047,214.82638549804688,220.50758361816406,49104142,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.458928663549024,21.989999771118164,-0.00043565260149747154,-0.0010614055809456957,-0.006331868286233999,0.7062511395120753,40.0,12550.307700248522,63.59633580068695,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.006331868286233999,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-11,177.37574768066406,218.05215454101562,220.7964630126953,216.17446899414062,220.50758361816406,45311749,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,13.39386698654887,21.25,0.0016150658954552366,-0.0044019570069471214,-0.004834090337098029,0.7435626729853505,40.0,11585.726883377667,45.40742338154509,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.004834090337098029,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-12,170.32615661621094,209.38592529296875,217.37811279296875,207.79710388183594,217.37811279296875,114826417,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.861543322663927,19.969999313354492,0.004939784585931806,0.0015247157966047364,-0.03974383681871285,0.6953558084231448,40.0,14272.764027821462,58.92766498491089,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.03974383681871285,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-15,171.22691345214844,210.49327087402344,212.8042755126953,209.43406677246094,210.3488311767578,33000365,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.929562092998982,19.969999313354492,0.004939784585931806,0.0015247157966047364,0.005288538756868633,0.6354419925369797,40.0,12672.719715317155,51.09621622621178,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.005288538756868633,0.0,0.0,0.0,0.0,1.0,0.0
2021-02-16,170.9527587890625,210.15625,213.57460021972656,209.19334411621094,210.9265899658203,30271502,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.908860565110563,21.459999084472656,-0.0008660015352057737,-0.0018268038076124649,-0.0016011004657014993,0.6175111148811214,40.0,11722.96120862919,37.98092950507679,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0016011004657014993,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-02-17,170.56112670898438,209.67478942871094,210.30068969726562,208.51930236816406,209.5303497314453,20615018,ITC.NS,176667800000.0,,4.07,,,,,,,,,,15.0,0.5,10.0,28.82013587082649,12.879286819945388,21.5,0.00022948472666350916,0.0036601778997487067,-0.0022909648001858685,0.6582555710676083,40.0,10823.043045358258,26.435355970535557,,,True,0.24815075383248594,,4.285556833675417,2.3255928491353632,6.245520818215471,1.2488624813030185,,,,0.4450703150828193,0.2513456530186753,0.3035840318985054,-0.1625,-0.06529018562058107,20.717212638657294,False,False,13.342072602653392,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0022909648001858685,-0.0,0.0,0.0,-0.0,1.0,0.0
