date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2024-01-02,48.14117431640625,48.167999267578125,49.29499816894531,47.595001220703125,49.24399948120117,411254000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.438461303710938,13.199999809265137,-0.005596355380219964,-0.026184504353725546,-0.02734138583003487,1.5668295619460175,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2024-01-03,47.54251480102539,47.569000244140625,48.183998107910156,47.31999969482422,47.48500061035156,320896000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.246474437224558,14.039999961853027,-0.008166688673242328,-0.010189946848226494,-0.012435621834944843,1.5655640639206536,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.012435621834944843,-0.0,0.0,0.0,-0.0,1.0,0.0
2024-01-04,47.971275329589844,47.99800109863281,48.5,47.507999420166016,47.766998291015625,306535000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.38397471110026,14.130000114440918,-0.0032210792425203527,-0.007330354224652336,0.009018496337749538,1.5427903419944178,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.009018496337749538,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-05,49.06965255737305,49.09700012207031,49.547000885009766,48.305999755859375,48.46200180053711,415039000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,15.736217987843048,13.350000381469727,0.00136965984015891,-0.0002715048718844315,0.022896766496153242,1.53546843361473,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.022896766496153242,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-08,52.223899841308594,52.25299835205078,52.275001525878906,49.479000091552734,49.512001037597656,642510000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,16.74775588206756,13.079999923706055,0.014275928543528549,0.025092388108288066,0.06428087708278873,1.6232588381922453,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.06428087708278873,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-09,53.110408782958984,53.13999938964844,54.32500076293945,51.689998626708984,52.4010009765625,773100000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.03205108642578,12.760000228881836,-0.0015170695563498926,0.0015894234621054437,0.016975122300572076,1.62321640368016,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.016975122300572076,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-10,54.319740295410156,54.349998474121094,54.599998474121094,53.48899841308594,53.61600112915039,533796000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.41987130580804,12.6899995803833,0.0056554246817059894,0.008516719570099918,0.022770024433014235,1.6119048404843033,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.022770024433014235,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-11,54.791473388671875,54.821998596191406,55.34600067138672,53.560001373291016,54.999000549316406,596759000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.571153396215195,12.4399995803833,-0.00044064012118916196,0.005087863895919087,0.008684455111715561,1.6139540595125785,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.008684455111715561,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-12,54.679534912109375,54.709999084472656,54.970001220703125,54.33000183105469,54.619998931884766,352994000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,17.535256116818157,12.699999809265137,0.00069273972507089,0.00323562463091287,-0.0020429665934603713,1.568515592867694,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0020429665934603713,-0.0,0.0,0.0,-0.0,1.0,0.0
2024-01-16,56.35060501098633,56.38199996948242,56.834999084472656,54.900001525878906,55.018001556396484,449580000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,18.07115383637257,13.84000015258789,-0.0036712260361014826,0.002496856605406883,0.030561157247109172,1.517346837417783,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.442251370358544,0.2528638973408188,0.30488473230063723,-0.28350000381469725,-0.047721940647144724,19.8509024193895,False,False,50.0,50.0,6.613913065657751,37.541044910280355,33.88407996052309,0.15119642336885636,0.026637511086596233,0.02951238461144755,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.030561157247109172,0.0,0.0,0.0,0.0,1.0,0.0
