date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2015-01-02,77.90579986572266,78.44999694824219,78.93000030517578,77.69999694824219,78.58000183105469,18177500,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.252487435665099,17.790000915527344,-0.0005351786218968924,,0.0055114114800978165,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2015-01-05,76.65453338623047,77.19000244140625,79.25,76.86000061035156,77.9800033569336,26452200,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.20024885743807,19.920000076293945,-0.018059638744832185,,-0.01606111607202776,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-06,75.62174987792969,76.1500015258789,77.58999633789062,75.36000061035156,77.2300033569336,27399300,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.1571310748706014,21.1200008392334,-0.009418966314627242,,-0.013473259264589199,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-07,75.62174987792969,76.1500015258789,77.36000061035156,75.81999969482422,76.76000213623047,22045300,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.1571310748706014,19.309999465942383,0.012461165764721782,,0.0,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-08,77.63768005371094,78.18000030517578,78.2300033569336,76.08000183105469,76.73999786376953,23961000,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.241293544990704,17.010000228881836,0.017745026845995993,,0.026657895451348113,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-09,77.20072937011719,77.73999786376953,78.62000274658203,77.19999694824219,78.19999694824219,21157000,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.2230513210518046,17.549999237060547,-0.00801356942882625,,-0.005628069067391883,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-12,76.18779754638672,76.72000122070312,78.0,76.20999908447266,77.83999633789062,19190200,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.1807629030142257,19.600000381469727,-0.00783356721427475,,-0.013120615784603329,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-13,75.91967010498047,76.44999694824219,78.08000183105469,75.8499984741211,77.2300033569336,25179600,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.169568696029941,20.559999465942383,-0.002812692240794501,,-0.0035193465610643404,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-14,75.75084686279297,76.27999877929688,77.19999694824219,76.02999877929688,76.41999816894531,25918600,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.1625206790753264,21.479999542236328,-0.006037218970945446,,-0.00222365174272543,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2015-01-15,73.53633117675781,74.05000305175781,76.56999969482422,73.54000091552734,76.4000015258789,34134000,META,40589000000.0,,6.03,,,,,,,,,,15.0,0.5,10.0,38.65086599817685,3.0700664615156636,22.389999389648438,-0.009160591119682593,,-0.02923434403809011,1.0,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44251448142127414,0.25301433506292575,0.3044711835158,-0.28350000381469725,-0.028127496867660886,7.761004864615857,False,False,50.0,50.0,0.26760912844612383,38.86312320866271,32.789125680451306,3.7367933067399983,0.025731333908261315,0.030497915978168165,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
