date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,sma_200,trend_positive,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2010-01-04,37.88180923461914,69.1500015258789,69.26000213623047,68.19000244140625,68.72000122070312,27809100,XOM,,,,,,,,,,,,,,,,,,20.040000915527344,0.01695979314647067,0.03157346263379801,0.01407829667255922,0.5453090036661894,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2010-01-05,38.02970504760742,69.41999816894531,69.44999694824219,68.80000305175781,69.19000244140625,30174700,XOM,,,,,,,,,,,,,,,,,,19.350000381469727,0.0026470962456217606,0.008161869257400145,0.003904506682698594,0.5632850829415535,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-06,38.35841751098633,70.0199966430664,70.5999984741211,69.33999633789062,69.44999694824219,35044700,XOM,,,,,,,,,,,,,,,,,,19.15999984741211,0.0007040555574093776,0.011975022322637807,0.00864302059848665,0.5662745979864809,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-07,38.23788070678711,69.80000305175781,70.05999755859375,69.41999816894531,69.9000015258789,27192100,XOM,,,,,,,,,,,,,,,,,,19.059999465942383,0.0042212941763988265,-0.00150000254313154,-0.0031418680642050223,0.5607408282721725,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-08,38.084495544433594,69.5199966430664,69.75,69.22000122070312,69.69000244140625,24891800,XOM,,,,,,,,,,,,,,,,,,18.1299991607666,0.003327762897745501,0.006509754475742646,-0.0040115529577237075,0.5571079060978843,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-11,38.51178741455078,70.30000305175781,70.5199966430664,69.6500015258789,69.94000244140625,30685000,XOM,,,,,,,,,,,,,,,,,,17.549999237060547,0.001396558108890389,-0.001326666954719502,0.011219885591999601,0.5340861127259718,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-12,38.32006072998047,69.94999694824219,69.98999786376953,69.5199966430664,69.72000122070312,31496700,XOM,,,,,,,,,,,,,,,,,,18.25,-0.009326241292745063,-0.014447072881873857,-0.004978749478260158,0.5198261037856834,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-13,38.16666030883789,69.66999816894531,70.04000091552734,69.26000213623047,69.95999908447266,24884400,XOM,,,,,,,,,,,,,,,,,,17.850000381469727,0.008446234854316614,0.003706844589036473,-0.004002841908685939,0.5195973985329014,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-14,38.172142028808594,69.68000030517578,69.73999786376953,69.3499984741211,69.54000091552734,18630800,XOM,,,,,,,,,,,,,,,,,,17.6299991607666,0.0027045677121395606,0.002853818776456185,0.000143564468111812,0.5183161652837465,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-15,37.859886169433594,69.11000061035156,69.69000244140625,68.6500015258789,69.6500015258789,29411900,XOM,,,,,,,,,,,,,,,,,,17.90999984741211,-0.011224231376507299,-0.008034873509329188,-0.008180248167735438,0.5183025135480137,40.0,,50.0,,,0.0,0,95.0,35.0,7.5,0.42,LATE,48.86,True,0.18461538461538463,,11.911285656339313,9.95132167179926,13.871249640879366,1.1049817322922577,,,,0.45290847052953376,0.24817856308050001,0.29891296638996623,0.13850002288818358,-0.036891448646731,39.2286743197994,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=100%",7.384615384615385,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
