date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2020-02-13,50.789615631103516,55.310001373291016,55.63999938964844,55.0099983215332,55.310001373291016,8480100,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.42475761487646,14.149999618530273,-0.0010669665544831286,-0.002652561843328849,-0.007536303111343234,0.6206781045941766,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2020-02-14,50.93654251098633,55.470001220703125,55.84000015258789,55.2400016784668,55.380001068115234,7496800,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.463592529296875,13.680000305175781,0.0016021140118473998,0.004334145547238766,0.0028927832840259793,0.6216737296474919,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.0028927832840259793,0.0,0.0,0.0,0.0,1.0,0.0
2020-02-18,50.91817092895508,55.45000076293945,55.7599983215332,55.099998474121094,55.41999816894531,7185700,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.458738049257148,14.829999923706055,-0.0025769997081124263,-0.0037269248414091294,-0.00036056349961299805,0.6174441901227007,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00036056349961299805,-0.0,0.0,0.0,-0.0,1.0,0.0
2020-02-19,50.909000396728516,55.439998626708984,55.77000045776367,55.38999938964844,55.59000015258789,6819200,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.456310346288587,14.380000114440918,0.00478123511131856,0.011911784432580452,-0.00018038117390173358,0.6157048334071364,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00018038117390173358,-0.0,0.0,0.0,-0.0,1.0,0.0
2020-02-20,50.973270416259766,55.5099983215332,55.869998931884766,54.880001068115234,55.400001525878906,6114600,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.473300563478933,15.5600004196167,-0.004108246574168639,-0.010409569854012757,0.0012626207892887376,0.5992527903500013,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.0012626207892887376,0.0,0.0,0.0,0.0,1.0,0.0
2020-02-21,50.21110534667969,54.68000030517578,55.34000015258789,54.439998626708984,55.08000183105469,9078600,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,13.271844734265965,17.079999923706055,-0.010298267087080704,-0.022414458827521355,-0.014952225571144617,0.6014151954291173,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.014952225571144617,-0.0,0.0,0.0,-0.0,1.0,0.0
2020-02-24,48.347015380859375,52.650001525878906,53.529998779296875,52.5099983215332,53.099998474121094,10992500,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,12.779126583951191,25.030000686645508,-0.03316539880720826,-0.041331461277601345,-0.03712506890942213,0.6658803501455947,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.03712506890942213,-0.0,0.0,0.0,-0.0,1.0,0.0
2020-02-25,46.79513931274414,50.959999084472656,53.220001220703125,50.79999923706055,53.06999969482422,12202600,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,12.368931816619577,27.850000381469727,-0.030302149756096908,-0.03199415706676556,-0.032098810872314365,0.6985258299294563,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.032098810872314365,-0.0,0.0,0.0,-0.0,1.0,0.0
2020-02-26,47.796051025390625,52.04999923706055,53.13999938964844,51.2400016784668,51.310001373291016,16413100,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,12.63349496045159,27.559999465942383,-0.0036782149973914047,0.004551345627450631,0.021389328339293634,0.7070679292874981,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.021389328339293634,0.0,0.0,0.0,0.0,1.0,0.0
2020-02-27,46.62984848022461,50.779998779296875,53.459999084472656,50.7599983215332,50.880001068115234,16161100,ORCL,0.0,,1.03,,,,,,,,,,15.0,0.5,10.0,22.412689380468027,12.325242422159436,39.15999984741211,-0.044911686145666097,-0.05393743435387255,-0.024399624906419004,0.6337915756747894,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44193556689711905,0.25268334216778354,0.3053810909350975,-0.28350000381469725,-0.07127126295802212,17.83499027152246,False,False,50.0,50.0,1.7635562314037165,37.747048384307305,31.429283872161097,0.5670360730171002,0.026492137605538795,0.0318174605589968,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.024399624906419004,-0.0,0.0,0.0,-0.0,1.0,0.0
