date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2020-01-02,28.68400001525879,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,2868.400001525879,12.470000267028809,0.009351922893854558,0.009351922893854558,0.0285181750157113,0.7793462936104681,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2020-01-03,29.534000396728516,29.534000396728516,30.266666412353516,29.128000259399414,29.366666793823242,266677500,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,2953.4000396728516,14.020000457763672,-0.007572233484322677,-0.007572233484322677,0.02963325829792085,0.7575963542504218,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-06,30.1026668548584,30.1026668548584,30.104000091552734,29.333332061767578,29.364667892456055,151995000,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3010.26668548584,13.850000381469727,0.0038150521769082513,0.0038150521769082513,0.01925463704513497,0.7556975144747342,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-07,31.270666122436523,31.270666122436523,31.441999435424805,30.224000930786133,30.760000228881836,268231500,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3127.0666122436523,13.789999961853027,-0.0028117773480448305,-0.0028117773480448305,0.03880052465815398,0.6959828314130708,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-08,32.80933380126953,32.80933380126953,33.232666015625,31.215333938598633,31.579999923706055,467164500,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3280.933380126953,13.449999809265137,0.005329536027487647,0.005329536027487647,0.04920482578812169,0.8561435706516619,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-09,32.089332580566406,32.089332580566406,33.253334045410156,31.524667739868164,33.13999938964844,426606000,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3208.9332580566406,12.539999961853027,0.006780649119067839,0.006780649119067839,-0.021945011900097344,0.7458707104909003,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-10,31.876667022705078,31.876667022705078,32.3293342590332,31.579999923706055,32.11933135986328,194392500,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3187.666702270508,12.5600004196167,-0.002877705369570993,-0.002877705369570993,-0.006627297633174267,0.911784618842558,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-13,34.990665435791016,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3499.0665435791016,12.319999694824219,0.006877347366428754,0.006877347366428754,0.09768895885093332,1.3108712177768214,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-14,35.861331939697266,35.861331939697266,36.49399948120117,34.99333190917969,36.284000396728516,434943000,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3586.1331939697266,12.390000343322754,-0.0015246225991427664,-0.0015246225991427664,0.024882822120200876,1.2718718746698616,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2020-01-15,34.56666564941406,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000,TSLA,0.0,,0.0,,,,,,,,,,15.0,0.5,10.0,8.629179572710665,3456.6665649414062,12.420000076293945,0.0022598570981489097,0.0022598570981489097,-0.03610201351305786,1.1032781348163665,25.0,,50.0,,,0.0,0,78.79,35.0,0,0.0,LATE,50.23,True,0.16398461538461537,,11.96903137739666,10.009067392856608,13.928995361936714,1.1053441277286058,,,,0.44465627276358677,0.25423893780416507,0.30110478943224817,-0.28350000381469725,0.13051812927952053,34.268350854661705,False,False,"📊 BALANCED SCENARIO
Components aligned: F=36%, T=21%, M=100%",5.826373384615384,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
