date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2021-01-01,2195.60400390625,2387.550048828125,2404.0,2382.0,2395.39990234375,830096,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.72524862349516,22.75,0.005080821253407031,0.007016923973622635,-0.0032770534506344484,0.02647217332961203,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2021-01-04,2231.42236328125,2426.5,2430.0,2400.699951171875,2405.0,1614486,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,54.6017101710171,26.969999313354492,-0.013613983822124975,-0.010822768874240607,0.016313773690730615,-0.023780501537098826,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.016313773690730615,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-05,2253.539306640625,2450.550048828125,2456.949951171875,2405.0,2405.0,2356303,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,55.142890387671585,25.34000015258789,0.006887328746690624,0.0,0.009911415136255819,-0.004536384282563692,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.009911415136255819,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-06,2222.962158203125,2417.300048828125,2450.0,2401.60009765625,2445.800048828125,1641627,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,54.39469056768959,25.06999969482422,0.005978513184986323,0.0007493318562434848,-0.013568382337630913,0.0015337940379484083,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.013568382337630913,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-07,2178.4072265625,2368.85009765625,2432.699951171875,2365.0,2432.0,2403881,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.30445764302993,22.3700008392334,0.014857498305214323,-0.002995311641414533,-0.020043002603405746,0.018392782097360737,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.020043002603405746,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-08,2198.960205078125,2391.199951171875,2400.0,2360.800048828125,2390.0,2797948,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.807379639331124,21.559999465942383,0.005697714659280706,0.004957215450916541,0.009434895664245824,0.0369555799467399,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.009434895664245824,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-11,2233.813232421875,2429.10009765625,2441.949951171875,2402.10009765625,2425.0,2787672,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,54.66021821908754,24.079999923706055,-0.006740825836411779,-0.008520174616195253,0.015849844119393275,0.00724192177031178,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.015849844119393275,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-12,2184.890869140625,2375.89990234375,2433.10009765625,2372.0,2429.800048828125,2036708,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.46309411214559,23.329999923706055,0.00021121912844268564,-0.003316767897330597,-0.02190119516434541,0.027336187450268702,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.02190119516434541,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-13,2181.6259765625,2372.35009765625,2398.0,2364.60009765625,2381.89990234375,1702740,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.38321551881751,22.209999084472656,0.0026929787492038226,0.001512607369503316,-0.0014940884857977954,0.06400920499280376,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0014940884857977954,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-14,2205.7197265625,2398.550048828125,2406.0,2351.14990234375,2366.0,2120413,HINDUNILVR.NS,155230000000.0,,11.11,,,,,,,,,,15.0,0.5,10.0,16.81376022676029,53.97277337597041,23.25,-0.003501980199372312,-0.005286187569260581,0.011043880579750365,0.04896901552452164,40.0,,50.0,,,False,,37.85360374457798,35.89363976003793,39.813567729118034,1.0176877333494316,34.9300064023667,,,0.4481145493588962,0.2542147736730293,0.2976706769680745,-0.2070000171661377,0.2421525314196114,23.12380781930197,False,True,26.519999999999996,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.011043880579750365,0.0,0.0,0.0,0.0,1.0,0.0
