date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,_penalty_multiplier,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2021-01-01,183.49874877929688,194.0500030517578,195.375,192.52499389648438,192.52499389648438,10084672,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,16.903310370362178,22.75,0.005080821253407031,0.001463470990730631,0.004789659814927294,0.2835786488034725,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2021-01-04,187.42308044433594,198.1999969482422,198.97500610351562,193.89999389648438,195.0,19511442,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,17.264808096536775,26.969999313354492,-0.013613983822124975,-0.01630520440638883,0.02138620886997611,0.21910932514453332,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.02138620886997611,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-05,192.10394287109375,203.14999389648438,204.89999389648438,196.75,197.0500030517578,50313494,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,17.69599249969376,25.34000015258789,0.006887328746690624,0.006489399466443446,0.02497475794378956,0.18219305118910184,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.02497475794378956,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-06,192.15121459960938,203.1999969482422,208.6999969482422,201.64999389648438,202.5,44972600,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,17.700348166223186,25.06999969482422,0.005978513184986323,-0.017245348131660565,0.00024613858360877927,0.17038718051041268,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.00024613858360877927,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-07,192.3166961669922,203.375,206.5,201.9250030517578,206.125,24689510,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,17.715592334494772,22.3700008392334,0.014857498305214323,0.026954359142630002,0.0008612355038686292,0.1551940952158923,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.0008612355038686292,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-08,203.40414428710938,215.10000610351562,216.3249969482422,203.625,203.75,81986460,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,18.73693432957453,21.559999465942383,0.005697714659280706,0.006465489145083714,0.05765215047825745,0.1412562287375484,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.05765215047825745,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-11,211.25286865234375,223.39999389648438,225.5,217.5,218.0,94668036,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,19.459929781923726,24.079999923706055,-0.006740825836411779,-0.008259420896490122,0.03858664601327089,0.09496924504255229,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.03858664601327089,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-12,216.40652465820312,228.85000610351562,230.375,221.1999969482422,223.97500610351562,44268930,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,19.93466952121216,23.329999923706055,0.00021121912844268564,-0.004780962000341726,0.024395758083845642,0.08025929838888585,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.024395758083845642,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-13,217.02117919921875,229.5,233.72500610351562,226.39999389648438,230.5,58380386,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,19.99128919860627,22.209999084472656,0.0026929787492038226,0.00635369083938242,0.002840261652387044,0.0921041624258482,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.002840261652387044,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-14,214.82260131835938,227.1750030517578,233.0,215.0,226.0,143103614,WIPRO.NS,0.0,,2.87,,,,,,,,,,15.0,0.5,10.0,14.388205330559241,19.78876333203465,23.25,-0.003501980199372312,-0.00877732789336616,-0.01013070565682872,0.1046047607792789,55.0,,50.0,,,0.0,0,95.0,55.0,10.17,0.52,RECOVERY,51.87,True,0.27186923076923075,,20.16661182310231,18.206647838562258,22.126575807642364,1.2319093539838015,,,,0.44605521359155575,0.25190186281895044,0.30204292358949375,-0.1625,0.007916694012798703,38.900939791561164,False,False,"📊 BALANCED SCENARIO
Components aligned: F=59%, T=5%, M=100%",16.014457038461536,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.01013070565682872,-0.0,0.0,0.0,-0.0,1.0,0.0
