date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,price_return,strategy_return,position_change,transaction_cost_incurred,net_return,cumulative_return,drawdown
2021-01-01,1230.7783203125,1297.0,1299.949951171875,1283.0,1283.0,2058419,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.012345679012345,22.75,0.005080821253407031,0.005080821253407031,0.007300422951456609,-0.2852908685161103,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,,,,,,,
2021-01-04,1247.479736328125,1314.5999755859375,1322.550048828125,1302.0,1305.0,4014636,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.22962932822145,26.969999313354492,-0.013613983822124975,-0.013613983822124975,0.013569757583606457,-0.2764921153974464,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.013569757583606457,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-05,1239.6036376953125,1306.300048828125,1313.0,1295.050048828125,1307.0,2833637,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.12716109664352,25.34000015258789,0.006887328746690624,0.006887328746690624,-0.006313651994488412,-0.3219991815209925,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.006313651994488412,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-06,1246.9102783203125,1314.0,1330.0,1300.0,1308.0,4615963,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.22222222222222,25.06999969482422,0.005978513184986323,0.005978513184986323,0.005894473615600582,-0.30913844569168586,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.005894473615600582,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-07,1270.5865478515625,1338.949951171875,1346.800048828125,1325.0,1330.0,4270598,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.53024631076389,22.3700008392334,0.014857498305214323,0.014857498305214323,0.018987786279965668,-0.296786010056757,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.018987786279965668,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-08,1303.277587890625,1373.4000244140625,1382.949951171875,1347.0,1349.800048828125,4984995,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.955555856963734,21.559999465942383,0.005697714659280706,0.005697714659280706,0.025729171737925105,-0.26626553958005017,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.025729171737925105,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-11,1281.0723876953125,1350.0,1384.949951171875,1345.0,1382.0,3252470,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.666666666666668,24.079999923706055,-0.006740825836411779,-0.006740825836411779,-0.01703802533718879,-0.24629117644387855,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.01703802533718879,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-12,1280.882568359375,1349.800048828125,1366.8499755859375,1344.050048828125,1354.0,2836161,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.664198133680557,23.329999923706055,0.00021121912844268564,0.00021121912844268564,-0.00014811197916664298,-0.2450590047895202,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.00014811197916664298,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-13,1283.4447021484375,1352.5,1373.0,1344.300048828125,1354.0,4389762,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.69753086419753,22.209999084472656,0.0026929787492038226,0.0026929787492038226,0.0020002600934998505,-0.2499466762256477,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.0020002600934998505,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-14,1306.314208984375,1376.5999755859375,1389.699951171875,1356.25,1358.0,5168591,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.995061426986883,23.25,-0.003501980199372312,-0.003501980199372312,0.017818835923059106,-0.2629975516740107,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.017818835923059106,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-15,1285.010498046875,1354.1500244140625,1384.5,1345.050048828125,1376.699951171875,2587576,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.71790153597608,24.34000015258789,-0.007292657904037547,-0.007292657904037547,-0.016308260620387816,-0.22135716192537008,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.016308260620387816,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-18,1267.8345947265625,1336.050048828125,1353.8499755859375,1326.1500244140625,1345.199951171875,3185998,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.494445047260804,24.34000015258789,-0.007292657904037547,-0.007292657904037547,-0.013366300084637461,-0.19195855569979126,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.013366300084637461,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-19,1299.9088134765625,1369.8499755859375,1382.0,1337.0,1340.050048828125,3885798,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.91172809365355,23.239999771118164,0.007851960589843054,0.007851960589843054,0.02529839865464556,-0.1692322561742373,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.02529839865464556,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-20,1312.05517578125,1382.6500244140625,1393.050048828125,1362.550048828125,1369.0,3957992,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,17.069753387827934,21.579999923706055,0.013838692292137411,0.013838692292137411,0.009344124580248137,-0.15344917010296774,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,0.009344124580248137,0.0,0.0,0.0,0.0,1.0,0.0
2021-01-21,1301.284912109375,1371.300048828125,1396.0,1361.050048828125,1395.0,2985423,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.929630232445987,21.31999969482422,0.0009116558716901757,0.0009116558716901757,-0.008208856460800606,-0.12403284363369549,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.008208856460800606,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-22,1292.554443359375,1362.0999755859375,1375.0,1348.5,1362.0,3282665,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.81604908130787,21.90999984741211,-0.0035394164744094736,-0.0035394164744094736,-0.006709015470428681,-0.18898092168401953,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.006709015470428681,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-25,1291.7952880859375,1361.300048828125,1396.4000244140625,1342.0,1370.0,4847989,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.80617344232253,23.190000534057617,0.003943819855746211,0.003943819855746211,-0.0005872746289922182,-0.0899051849443437,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0005872746289922182,-0.0,0.0,0.0,-0.0,1.0,0.0
2021-01-27,1290.4193115234375,1359.8499755859375,1392.699951171875,1330.0999755859375,1368.800048828125,8896211,LT.NS,551198200000.0,,20.25,,,,,,,,,,15.0,0.5,10.0,5.05393522692926,16.78827130353009,37.209999084472656,-0.024440461382450485,-0.024440461382450485,-0.0010652120694741862,-0.06779686608455679,40.0,,50.0,,,False,,47.60214988020133,45.64218589566128,49.562113864741384,1.0105448036985198,44.721977087276606,,,0.44338910605261794,0.2503962197106412,0.30621467423674087,-0.1625,-0.1910043050894777,22.97755349379782,False,True,8.674088355492813,0.0,0.0,False,0.0,,,,,0.0,0,0.0,-0.0010652120694741862,-0.0,0.0,0.0,-0.0,1.0,0.0
