date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,sma_200,trend_positive,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2019-01-02,3.3771660327911377,3.4054999351501465,3.4619998931884766,3.2512500286102295,3.2660000324249268,508752000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.0915063894712007,23.219999313354492,0.0010403109344623296,0.0006453842501255025,0.020374483247836084,1.512657319593607,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2019-01-03,3.173128128051758,3.1997499465942383,3.378999948501587,3.1922500133514404,3.344749927520752,705552000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.025560880318666,25.450000762939453,-0.023862763357143546,-0.0504676079492582,-0.06041697033444127,1.475598037222766,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-04,3.376422166824341,3.404750108718872,3.4432499408721924,3.242500066757202,3.2734999656677246,585620000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.0912660604868178,21.3799991607666,0.03349573093196567,0.04431992931571238,0.06406755701108224,1.484421261000582,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-07,3.5551722049713135,3.5850000381469727,3.6222500801086426,3.410749912261963,3.4625000953674316,709160000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.1490384737650552,21.399999618530273,0.007884644787735207,0.008943077025374668,0.05294072213009615,1.5003826928322834,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-08,3.466665029525757,3.4957499504089355,3.6695001125335693,3.422499895095825,3.667249917984009,786016000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.1204326764131203,20.469999313354492,0.009395330155608672,0.008380345917121224,-0.02489542169828507,1.4949614902783435,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-09,3.5348429679870605,3.564500093460083,3.6122500896453857,3.496500015258789,3.547499895095825,617260000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.1424679786731036,19.979999542236328,0.004673490899932853,0.012945523050050811,0.019666779382519817,1.4909250088750716,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-10,3.600541591644287,3.6307499408721924,3.6394999027252197,3.4839999675750732,3.5450000762939453,523156000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.1637019041257026,19.5,0.003527556141424526,0.00441777807791377,0.01858601365550827,1.4873912165819512,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-11,3.689793586730957,3.720750093460083,3.7437500953674316,3.5802500247955322,3.6082499027252197,874764000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.1925481068782318,18.190000534057617,0.0003863029265658291,-0.00188499736368819,0.024788309317240076,1.4787072467649869,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-14,3.729707956314087,3.760999917984009,3.7864999771118164,3.64424991607666,3.6679999828338623,730168000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.2054486916615412,19.06999969482422,-0.0061009229392887665,-0.009285491723115658,0.010817664049695974,1.4663317776610307,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2019-01-15,3.7155773639678955,3.7467501163482666,3.833750009536743,3.728250026702881,3.7939999103546143,617012000,NVDA,35082000000.0,,0.78,,,,,,,,,,15.0,0.5,10.0,55.0396214582977,1.2008814475475214,18.600000381469727,0.011460809156886187,0.015091354272051882,-0.003788833274790515,1.4535967630668494,40.0,,50.0,,,False,,55.0,53.04003601545995,56.95996398454005,1.5,50.0,,,0.44066949676000056,0.2519594372304884,0.307371066009511,-0.28350000381469725,-0.16602346709096436,18.325399470401734,False,False,50.0,50.0,3.8834193590965587,37.47819394142896,31.776461979052137,0.2575050252189711,0.026682182219420793,0.03146983451648034,0.0,0.0,0.0,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
